Registration No.,Registration Type,Supplier Name,Street Address,"Municipality, Province, State, Postal Code/Zip"
332710,Non-Gaming Exempt (NGE),Atlantic Free Daily News,3260 BARRINGTON  ST SUITE 102,HALIFAX NS B3K 0B5
332712,Non-Gaming Exempt (NGE),Wajax Equipment,151 THORNHILL DR,DARTMOUTH NS B3B 1S2
332717,Non-Gaming Exempt (NGE),Envirosystems Inc.,11 BROWN AV,DARTMOUTH NS B3B 1Z7
332719,Non-Gaming Exempt (NGE),Pro Kontrol,100 WRIGHT AV UNIT 23,DARTMOUTH NS B3B 1L2
332724,Non-Gaming Exempt (NGE),UPS Canada,1083 QUEEN ST,HALIFAX NS B3H 0B2
332725,Non-Gaming Exempt (NGE),Air Liquide Canada,40 SPRUCE ST,SYDNEY NS B1P 6H4
332736,Non-Gaming Exempt (NGE),Robert Francis,2378 ST. MARGARET'S BAY RD,TIMBERLEA NS B3T 1J3
332738,Non-Gaming Exempt (NGE),Robert Hawes (Robert Hawes),10 DOVER CT,DARTMOUTH NS B2W 4G7
332742,Non-Gaming Exempt (NGE),Andrew Evans (Andrew Evans),9 SUNNYBRAE,HALIFAX NS B3N 2G2
332744,Non-Gaming Exempt (NGE),Music Box Entertainment,10 FENERTY RD,HALIFAX NS B32N 1T8
332745,Non-Gaming Exempt (NGE),Christopher Cross,9336 CIVIC CENTRE DR,BEVERLY HILLS CA 90210
332781,Non-Gaming Exempt (NGE),Heritage Foodservice Canada,100 THORNCLIFFE PARK DR,TORONTO ON M5H 1L9
332782,Non-Gaming Exempt (NGE),Clearwater Seafood,757 BEDFORD HY,HALIFAX BEDFORD B4A 3Z7
332784,Non-Gaming Exempt (NGE),Cellicon,5201 DUKE ST. (SCOTIA SQUARE MALL) .,HALIFAX NS B3J 1N9
332786,Non-Gaming Exempt (NGE),Otis Canada Inc.,PO BOX 57445 STATION A,TORONTO ON M5W 5M5
332789,Non-Gaming Exempt (NGE),SanSom Equipment Limited,100 UPHAM DR,TRURO NS B2N 6W8
332796,Non-Gaming Exempt (NGE),S & T Equipment Sales & Rentals Ltd.,12221 UPPER PRINCE ST,SYDNEY NS B1P 5P8
332797,Non-Gaming Exempt (NGE),Target Hydraulics Works Limited,1615 GRAND LAKE RD,SYDNEY NS B1M 1A3
332798,Non-Gaming Exempt (NGE),B & L Elete Millwork Limited,458 KELTIC DR,SYDNEY NS B1L 1B8
332800,Non-Gaming Exempt (NGE),Royal Door Ltd.,221 WAVERLY RD,DARTMOUTH NS B2B 2H7
332801,Non-Gaming Exempt (NGE),Over Head Door of Nova Scotia,420 HIGNEY AV,DARTMOUTH NS B3B 0L4
332803,Non-Gaming Exempt (NGE),Graybar Canada,260 BROWNLOW AV,DARTMOUTH NS B3B 1V9
332805,Non-Gaming Exempt (NGE),Litron Canada,201 BROWNLOW AV UNIT 41,DARTMOUTH NS B3B 1W2
332809,Non-Gaming Exempt (NGE),Tyco Intergrated Fire & Security,275 ROCKY LAKE DR,BEDFORD NS B4A 2T3
332810,Non-Gaming Exempt (NGE),Royal Enviromental Inc. REGroup,69 COLONEL JOSEPH SCOTT DR,LOWER SACKVILLE NS B4C 4B1
332816,Non-Gaming Exempt (NGE),Walker's Gas & Electric,2608 WINDSOR  ST,HALIFAX NS B3K 5C8
332817,Non-Gaming Exempt (NGE),Miller's Kettle Corn,261 JOHN STEWART DR,DARTMOUTH NS B2W 5P6
332821,Non-Gaming Exempt (NGE),Rhiannon Whyatt,6347 BERLIN ST,HALIFAX NS B3L 1T4
332822,Non-Gaming Exempt (NGE),Marriott Hotels,1919 UPPER WATER  ST,HALIFAX NS B3J 3J5
332827,Non-Gaming Exempt (NGE),RAE Industrial Electronics Ltd.,11 MORRIS DR,DARTMOUTH NS B3B 1M2
332828,Non-Gaming Exempt (NGE),Boma Nova Scotia,PO BOX 1597,HALIFAX NS B3J 2Y3
332830,Non-Gaming Exempt (NGE),Brodi Speciality Productis,3175 14TH AV UNIT 1,MARKHAM ON L3R 0HI
332831,Non-Gaming Exempt (NGE),Sheldon Benedict,PO BOX 2650,10 IVEY LANE
332833,Non-Gaming Exempt (NGE),Northeast Equipment Limited,135 JOSEPH ZATZMAN DR,DARTMOUTH NS B2B 1W1
332834,Non-Gaming Exempt (NGE),Charter Telecom,2163 20800 WESTIMINISTER,RICHMOND BC V6V 2W3
332837,Non-Gaming Exempt (NGE),Unity Connected Solutions Inc.,250 HARRY WALKER PARKWAY  S,NEWMARKET ON L3Y 8E3
332848,Non-Gaming Exempt (NGE),Lenovo Canada Inc.,PO BOX 4228 STATION A,TORONTO ON M5W 5N9
332849,Non-Gaming Exempt (NGE),Redcap Infotech,1533 BARRINGTON  ST,HALIFAX NS B3H 1Z4
332853,Non-Gaming Exempt (NGE),Essllinger Foods Ltd.,77 PORTLEDGE AV,MONCTON NB EIC 5S6
332854,Non-Gaming Exempt (NGE),Hilti (Canada) Corp,2360 MEADOWPINE BL,MISSISSAUGA ON L5N 6S2
332948,Non-Gaming Exempt (NGE),Kent,220 BAKER DR,DARTMOUTH NS B2W 6L4
332949,Non-Gaming Exempt (NGE),Coastal,40 RADDALL AV,DARTMOUTH NS B3B 1T2
332951,Non-Gaming Exempt (NGE),Monarch Brokers Limited,7 MARTHA  AV,MT. UNIACKE NS B0N 1Z0
332957,Non-Gaming Exempt (NGE),Maxwell Paper Canada Inc.,435 COLLEGE ST E,BELLEVILLE ON K8N 5S7
332962,Non-Gaming Exempt (NGE),II Eleven Backline,PO BOX 31093,HALIFAX NS B3K 5T9
332966,Non-Gaming Exempt (NGE),Rockbound Productions,2 FENWOOD RD,HALIFAX NS B3N 1G8
332967,Non-Gaming Exempt (NGE),Bittersweet,30 GLACIER RIDGE,PORTER'S LAKE NS B3E 1G3
332981,Non-Gaming Exempt (NGE),Adopt a Family (Every Woman's Centre),21 TRINTIY AV,SYDNEY NS B1P 4Z4
332982,Non-Gaming Exempt (NGE),Assante Captal Management,201-5548 KAYE  ST,HALIFAX NS BEK 1Y5
332983,Non-Gaming Exempt (NGE),TD Canada Trust,6239 QUINPOOL  RD,HALIFAX NS B3L 1A4
332986,Non-Gaming Exempt (NGE),Equity Associations Inc.,268 COVERDALE RD,RIVERVIEW NB E1B 3J2
332988,Non-Gaming Exempt (NGE),Investors Group,7001 MUMFORD  RD,HALIFAX NS B3L 4P1
332994,Non-Gaming Exempt (NGE),BMO Nebsitt Burns,1969 UPPER WATER  ST,HALIFAX NS B3J 3R7
332996,Non-Gaming Exempt (NGE),Christie Lites,100 CARSON ST UNIT A,TORONTO ON M8W 3R9
333005,Non-Gaming Exempt (NGE),Sonic Concerts Ltd.,1674 HOLLIS  ST,HALIFAX NS B3J 1V7
333012,Non-Gaming Exempt (NGE),Halifax Lighting Solutions,631 WINDMILL RD UNIT 2,DARMTOUTH NS B3B 1B6
333028,Non-Gaming Exempt (NGE),Corus Entertainment Inc./Global,2110 GOTTINGEN  ST,HALIFAX NS B3K 3B3
333034,Non-Gaming Exempt (NGE),Roy Batherson,757 MAIN ST,GLACE BAY NS B1A 4Y7
333038,Non-Gaming Exempt (NGE),Jardine Lloyd Thompson Canada Inc.,10172-152 A  ST SUITE 201,SURREY BC V3R 1J7
333042,Non-Gaming Exempt (NGE),Hobart Canada,202 BROWNLOW AV,DARTMOUTH NS B3B 1T5
333043,Non-Gaming Exempt (NGE),Acklands Grainger Inc.,210 JOHN SAVAGE DR,DARTMOUTH NS B3B 0C9
333047,Non-Gaming Exempt (NGE),Skyreach Property Services,10 AKERLEY  BL,DARTMOUTH NS B3B 1J4
333053,Non-Gaming Exempt (NGE),Pole Top Services Inc.,143 HERRING COVE  RD,HALIFAX NS B3P 1K6
333054,Non-Gaming Exempt (NGE),Sabic Ploymer Shapes,101 THORNHILL DR UNIT 115,DARTMOUTH NS B3B 1S2
333075,Non-Gaming Exempt (NGE),Corporate Security Supply Ltd.,981 CENTURY  ST,WINNIPEG MB R3H 0R1
333077,Non-Gaming Exempt (NGE),The Binnacle Yachting,15 PURCELLS COVE RD,HALIFAX NS B3N 1R2
333085,Non-Gaming Exempt (NGE),Azyceba Abdo,402-90 CHIPSTONE CLOSE,HALIFAX NS B3M 4M4
333368,Non-Gaming Exempt (NGE),Orkin Canada,305 BAIG BL,MONCTON NB E1E 1E1
333377,Non-Gaming Exempt (NGE),New Cap Radio,745 WINDMILL RD,DARTMOUTH NS B3B 1C2
333378,Non-Gaming Exempt (NGE),MBS Radio,90 LOVETT LAKE CT SUITE 101,HALIFAX NS B3S 0H6
333379,Non-Gaming Exempt (NGE),Minuteman Press,60 WILLIAMS AV,DARTMOUTH NS B3B 0A1
333382,Non-Gaming Exempt (NGE),Scotia Propane,452 GEORGE  ST,SYDNEY NS B1P 1K3
333383,Non-Gaming Exempt (NGE),SEIU,163 WYSE RD,DARTMOUTH NS B3A 1M5
333384,Non-Gaming Exempt (NGE),Indigo Park Canada Inc..,1949 UPPER WATER  ST SUITE 307,HALIFAX NS B3J 3N3
333386,Non-Gaming Exempt (NGE),Citizenship and Immigration,"1741 BRUNSWICK  ST SUITE B110,222",HALIFAX NS B3J 3X8
333433,Non-Gaming Exempt (NGE),Lennox Canada Inc.,133 ILSLEY AV,DARTMOUTH NS B3B 1S9
333434,Non-Gaming Exempt (NGE),Stephen Moore,2820 DOUG SMITH DR,HALIFAX NS B3L 3TS
333435,Non-Gaming Exempt (NGE),Ultra Limousine,348 WINDMILL  RD,DARTMOUTH NS B3A 1J1
333437,Non-Gaming Exempt (NGE),The Coffee Pro,5201 DUKE ST,HALIFAX NS B3J 1N9
333438,Non-Gaming Exempt (NGE),The Mavericks LLC,209 10TH AV S SUITE 511,NASHVILLE TN 37203
333446,Non-Gaming Exempt (NGE),Cabe Breton Glass Limited,19 MITCHELL PL,SYDNEY NS B1P 1T8
333450,Non-Gaming Exempt (NGE),D.R. Breton's Ltd.,2 LAKESIDE PARK DR UNIT 5,LAKESIDE NS B3T 1L7
333451,Non-Gaming Exempt (NGE),Eric's Engine Shop Ltd.,618 KELTIC DR,SYDNEY NS B1L 1B6
333453,Non-Gaming Exempt (NGE),Spartan Industrial Marine,1291 VICTORIA RD,SYDNEY NS B1N 1L7
333455,Non-Gaming Exempt (NGE),Island Distributors Limited,135 JOHNSTONE ST,SYDNEY NS B1P 6H4
333464,Non-Gaming Exempt (NGE),Holland Gardens Landscaping Ltd.,45 DAVENPORT RD,SYDNEY NS B1P 2R4
333465,Non-Gaming Exempt (NGE),Morneau Shepell,400-411 DUNSMUIR ST,VANCOUVER BC V6B 1X4
333468,Non-Gaming Exempt (NGE),Society of Deaf and Hard of Hearing,1888 BRUNSWICK  ST,HALIFAX NS B3L 3J8
333471,Non-Gaming Exempt (NGE),Owen Stewart Performance Resources Inc.,4485 SHORELINE DR,GLOUCESER ON KIV 1S7
333474,Non-Gaming Exempt (NGE),Hospitality Human Resources Committee,1919 UPPER WATER  ST,HALIFAX NS B3J 3J5
333489,Non-Gaming Exempt (NGE),Brunswick News (Career Beacon),939 MAIN ST,MONCTON NB E1C 8P3
333497,Non-Gaming Exempt (NGE),Ability Employers,501-7051 BAYERS ROAD,HALIFAX NS B3L 2C1
333500,Non-Gaming Exempt (NGE),Heritage Gas Limited,238 BROWNLOW AV SUITE 200,DARTMOUTH NS B2B 1Y2
333502,Non-Gaming Exempt (NGE),Trane Supplier,109 WILLIAMS AV UNIT 6,DARTMOUTH NS B3B 2E3
333505,Non-Gaming Exempt (NGE),Matthew Doucette,169 EVANS AV,HALIFAX NS B3M 1C8
333509,Non-Gaming Exempt (NGE),IEBA,412 EAST IRIS DR,NASHVILLE TN 37204
333512,Non-Gaming Exempt (NGE),Nathan Petrie,19 MADISON AV APT 13,HALIFAX NS B3R 1C8
333519,Non-Gaming Exempt (NGE),Graphic Design Halifax,1701 HOLLIS  ST SUITE 801,HALIFAX NS B3J 3M8
333524,Non-Gaming Exempt (NGE),Leslie Evans Showgirl,45 WINDSOR JCT. RD,WINDSOR JCT NS B2T 1G7
333531,Non-Gaming Exempt (NGE),Karen Larder Showgirl,189 TORRINGTON AV,HALIFAX NS B3M 2V1
333532,Non-Gaming Exempt (NGE),Catherine Richardson Showgirl,5214 GERRISH ST APT 605,HALIFAX NS B3K 5K3
333535,Non-Gaming Exempt (NGE),Cait Anthony Showgirl,96 REGENCY PARK DR UNIT 302,HALIFAX NS B3S 1S5
333536,Non-Gaming Exempt (NGE),Michael Walsh Performer,11 LANCASTER  DR,HALIFAX NS B3S 1E7
333551,Non-Gaming Exempt (NGE),The Feldman Agency,8 ELM ST,TORONTO ON M5G 1G7
333553,Non-Gaming Exempt (NGE),Paquin Entertainment Group Inc.,206B-219 DUFFERIN ST,TORONTO ON M6K 3J1
333556,Non-Gaming Exempt (NGE),AJ Deveau Productions,117 CHANI DR,MIDDLE SACKVILLE NS B4E 3H3
333557,Non-Gaming Exempt (NGE),Advanced Systems,5678 STANLEY ST,HALIFAX NS B3K 2G1
333558,Non-Gaming Exempt (NGE),Serenader Source Inc.,206B-219 DUFFERIN ST,TORONTO ON M6K 3J1
333559,Non-Gaming Exempt (NGE),Tiny Little Records,8 ELM ST,TORONTO ON M5G 1G7
333563,Non-Gaming Exempt (NGE),Sky Is Falling Inc.,8 ELM ST,TORONTO ON M5G 1G7
333564,Non-Gaming Exempt (NGE),"Universal Attractions, Inc.",15 WEST 6TH ST FLOOR 8,NEW YORK NY 10018
333566,Non-Gaming Exempt (NGE),Scurvy Dog Music Inc.,209 10TH AV SUITE 511,NASHVILLE TN 37203
333567,Non-Gaming Exempt (NGE),Harding Medical Supplies,1158 GRAND LAKE  RD,SYDNEY NS B1M 1A2
333568,Non-Gaming Exempt (NGE),Dave's Bottle Exchange Inc.,5784 CHARLES ST,HALIFAX NS B3K 1K6
333570,Non-Gaming Exempt (NGE),Rockwell Cleaning Supplies,32 HILCREST AV,LOWER SACKVILLE NS B4C 1X1
333572,Non-Gaming Exempt (NGE),Stewart McKelvey,PURDY'S WHARF TOWER ONE 900,1959 UPPER WATER  ST
333574,Non-Gaming Exempt (NGE),Heritage Food Service Group of Canada,1149 BELLAMY  RD N,SCARBOROUGH ON M1H 1H7
333577,Non-Gaming Exempt (NGE),Electric Motor Service (EMS),43 MOSHER DR,DARTMOUTH NS B3B 1E5
333626,Non-Gaming Exempt (NGE),Schneider Electric Canada Inc.,P.O. BOX 1238 STN. MAIN,BRANTFORD ON N3T 5T3
333630,Non-Gaming Exempt (NGE),Halifax Water Commission,PO BOX 8399  RPO  CSC,450 COWIE HILL RD
333656,Non-Gaming Exempt (NGE),Certified Laboratories,239 ORENDA RD,BRAMPTON ON L6T 1E6
333659,Non-Gaming Exempt (NGE),Jessica Christine Crowley,63 FAIRMOUNT ST,SYDNEY NS B1R 1G4
333673,Non-Gaming Exempt (NGE),DW Marketing Consultant LLC,580 DUNSMUIR DROP COURT,LAS VEGAS NV 89148
333675,Non-Gaming Exempt (NGE),Greater Halifax Partnership,1969 UPPER WATER  ST,HALIFAX NS B3J 3R7
333676,Non-Gaming Exempt (NGE),Deatination Halifax,1800 ARGYLE  ST SUITE 802,HALIFAX NS B3J 3N8
333677,Non-Gaming Exempt (NGE),Amazon,1200 12TH AV SUITE 1200,SEATTLE WA 98144
333686,Non-Gaming Exempt (NGE),Coastal Drywall Ltd.,150 AKERLEY  BL,DARTMOUTH NS B3B 1Z5
333690,Non-Gaming Exempt (NGE),Coast Publishing Ltd.,2309 MAYNARD  ST,HALIFAX NS B3K 3T8
333699,Non-Gaming Exempt (NGE),HiTech Communications,600 WINDMILL  RD,DARTMOUTH NS B3B 1B5
333700,Non-Gaming Exempt (NGE),Party City,49 COUNTRYVIEW DR,DARTMOUTH NS B3B 0G4
333703,Non-Gaming Exempt (NGE),Saltwire Network,PO BOX 610,2717 JOSEPH HOWE  DR
333706,Non-Gaming Exempt (NGE),Free2Charge Inc.,PO BOX 44202,BEDFORD NS B4A 3Z8
333833,Non-Gaming Exempt (NGE),Plastic Dress-Up Limited,215 TRADERS BL E UNIT 5 & 6,MISSISSAUGA ON L4Z 3K5
333837,Non-Gaming Exempt (NGE),Farnell Packaging Limited,30 ILSLEY AV,DARTMOUTH NS B3B 1L3
333838,Non-Gaming Exempt (NGE),Millennium Water Management,65 COVERTY  LN,DARTMOUTH NS B2V 2K5
333840,Non-Gaming Exempt (NGE),Kenneth Alexander Vaughn,137 GREEN VILLAGE LN,DARTMOUTH NS B2Y 4V5
333841,Non-Gaming Exempt (NGE),.Kenneth Ryan,7110 BAYERS  RD,HALIFAX NS B3L 2C7
333847,Non-Gaming Exempt (NGE),Matt Miller Audio,169 EVANS AV,HALIFAX NS B3M 1C8
333851,Non-Gaming Exempt (NGE),Murice Aucoin,581 WINDSOR JCT. RD,WINDSOR JCT NS B2T 1G1
333927,Non-Gaming Exempt (NGE),Sealed Air,3755 LAIRD RD,MISSISSAUGA ON L5L 0B3
334141,Non-Gaming Exempt (NGE),DKC Digi-Key Electronics,PO BOX 677,701 BROOKS  AV S
334155,Non-Gaming Exempt (NGE),Princess Auto,81 WRIGHT AV,DARTMOUTH NS B3B 1H4
334160,Non-Gaming Exempt (NGE),Jim Donnison Enterprise (Jim Donnison),1226 GEORGE  ST,SYDNEY NS B3J 1N2
334161,Non-Gaming Exempt (NGE),Purolator Courier Ltd.,1 INDUSTRIAL  DR,DARTMOUTH NS B1P 7E7
334258,Non-Gaming Exempt (NGE),Bras D'Or Autobody,197 VILLA RD,BRAS D'OR NS B1Y 2Y8
334260,Non-Gaming Exempt (NGE),J.J. Barrington Ltd.,137 KINGS RD,SYDNEY NS B1S 1A3
334261,Non-Gaming Exempt (NGE),Bill Young's Auto Body Salvage Ltd.,360 MAIN ST,FLORENCE NS B1Y 1K7
334271,Non-Gaming Exempt (NGE),Cora Fianders Showgirl,189 TORRINGTON DR,HALIFAX NS B3M 2V1
334274,Non-Gaming Exempt (NGE),Amanda Hann Showgirl,57 RIDGE AV,SACKVILLE NS B4C 2L7
334287,Non-Gaming Exempt (NGE),Ticket Atlantic,1800 ARGYLE  ST,HALIFAX NS B3J 2V9
334289,Non-Gaming Exempt (NGE),Long & McQuade,722 ROSEBANK RD,PICKERING ON L1W 4B2
334316,Non-Gaming Exempt (NGE),Moore Suites,1266 QUEEN ST,HALIFAX NS B3J 2H4
334317,Non-Gaming Exempt (NGE),Paul Eisan,1787 EAST PETPESWICK  RD,MUSQ. HBR. NS B0J 2L0
334322,Non-Gaming Exempt (NGE),Jones and Company,PO BOX 25072,HALIFAX NS B3M 4H4
334325,Non-Gaming Exempt (NGE),United Talent Agency,9336 CIVIIC CENTRE DR,BEVERLY HILLS CA 90210
334326,Non-Gaming Exempt (NGE),Eastern Entertainment Agency,PO BOX 31234,HALIFAX NS B3K 5Y1
334328,Non-Gaming Exempt (NGE),Groundsound,6347 EDINBURGH ST,HALIFAX NS B3L 1W3
334331,Non-Gaming Exempt (NGE),GWL Realty Advisors Inc.,1949 UPPER WATER ST SUITE 220,HALIFAX NS  B3J 3N3
334599,Non-Gaming Exempt (NGE),Brainhunter,2 SHEPPARD AV E SUITE 2000,TORONTO ON M2N 5Y7
334602,Non-Gaming Exempt (NGE),Honeywell Limited,"51 RADALL AVENUE, UNIT 6","DARTMOUTH,NS  B3B 1T6"
334604,Non-Gaming Exempt (NGE),Canada Flowers,4073 LONGHURST AV,NIAGARA FALLS ON L2E 6G5
334605,Non-Gaming Exempt (NGE),Cape Breton Regional Hospital Foundation,PO BOX 304A,45 WEATHERBEE RD
334612,Non-Gaming Exempt (NGE),Halifax Regional Fire & Emergency Services,40 ALDERNEY  DR FLOOR 3,DARTMOUTH NS B2Y 2N5
334620,Non-Gaming Exempt (NGE),Trip Central,27 JAMES  ST N,HAMILTON ON L8R 2K3
334621,Non-Gaming Exempt (NGE),First Class Skip Trace Inc.,5 EMERY ST,GLACE BAY NS B1A 2R9
334624,Non-Gaming Exempt (NGE),Sound Source Pro Audio,162 GRANVILLE STREET,"PORT HAWKESBURY, NS  B9A 2G1"
334626,Non-Gaming Exempt (NGE),Getty Images (IStock),1240 20TH AV SE SUITE 200,CALGARY AB T2G 1M8
334627,Non-Gaming Exempt (NGE),Success Factors,1 TOWER PL SUITE 1100,SOUTH SAN FRANCISCO CA 94080
334694,Non-Gaming Exempt (NGE),Conti Electronics,1360 FRANCES ST,VANCOUVER BC V5L 1Y9
334695,Non-Gaming Exempt (NGE),Super Clean,PO BOX 2650,WINDSOR NS B0N 2T0
334696,Non-Gaming Exempt (NGE),Home Depot,50 SYDNEY PORT ACCESS RD,SYDNEY NS B1P 7H2
334698,Non-Gaming Exempt (NGE),Fabricville,356 WELTON ST,SYDNEY NS B1P 5S4
334700,Non-Gaming Exempt (NGE),Circle K,565 GEORGE  ST,SYDNEY NS B1P 1K8
334707,Non-Gaming Exempt (NGE),NS Business Lic & Registration,PO BOX 1529,HALIFAX NS B2J 2Y4
334711,Non-Gaming Exempt (NGE),Christmas Daddies,1283 GEORGE ST,SYDNEY NS B1P 1N7
334718,Non-Gaming Exempt (NGE),Christmas Santa (Floyd Blakeney),2 ERNEST AV,BEAVER BANK NS B4C 1C1
334721,Non-Gaming Exempt (NGE),Erin Oliver Photographer (Erin  Oliver),206 16 NELSONS LANDING  BL,BEDFORD NS B4A 4H8
334746,Non-Gaming Exempt (NGE),U Halul Paul Brown Auto,45 INDUSTRIAL DR,SYDNEY NS B1P 7E7
334747,Non-Gaming Exempt (NGE),UHaul King of Cars,259 TOWNSEND ST,SYDNEY NS B1P 5E7
334752,Non-Gaming Exempt (NGE),Majestic Entertainment,465 GEORGE  ST,SYDNEY NS B1P 1K5
334762,Non-Gaming Exempt (NGE),Miller Rentals - D & S Equipment,501 GRAND LAKE RD,SYDNEY NS B1P 5T3
334767,Non-Gaming Exempt (NGE),Dynasty Cabs,11 LIBERTY ST,SYDNEY NS B1P 7C7
334771,Non-Gaming Exempt (NGE),Canadian Council of the Blind,116 CRESCENT ST,SYDNEY NS B1S 2Z8
334793,Non-Gaming Exempt (NGE),Christmas Daddies,1283 GEORGE ST,SYDNEY NS B1P 1N7
334795,Non-Gaming Exempt (NGE),Brittany Oakley Performer,46 EDGAR  ST,SYDNEY NS B1P 3S8
334796,Non-Gaming Exempt (NGE),Indoff Inc.,1333 PASEO DE CABALIO,SAN LUIS OBISPO CA 93405
334801,Non-Gaming Exempt (NGE),Halifax Regional Municipality,PO BOX 1749,HALIFAX NS B3J 3A5
334803,Non-Gaming Exempt (NGE),Michaels,161 DAMASCUS RD,BEDFORD NS B4A 0C2
334804,Non-Gaming Exempt (NGE),Coastal Door & Frame Inc.,40 RADDALL AV,DARTMOUTH NS B3B 1T2
334807,Non-Gaming Exempt (NGE),Atlantic Compressed Air Limited,484 EDINBURGH DR,MONCTON NB E1E 2L1
334808,Non-Gaming Exempt (NGE),DW Marketing Consultant LLC,580 DUNSMUIR DROP CT,LAS VEGAS NV 89148
334854,Non-Gaming Exempt (NGE),MRK Holdings,8 ELM ST,TORONTO ON M5G 1G7
334949,Non-Gaming Exempt (NGE),Atlantic Fabrics,610 EAST RIVER  RD,NEW GLASGOW NS B2H 3S2
334952,Non-Gaming Exempt (NGE),Google,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW CA
334953,Non-Gaming Exempt (NGE),Canadian Maritime Engineering,90 THORNHILL DR,DARTMOUTH NS B3B 1S3
334957,Non-Gaming Exempt (NGE),Stanley Black & Decker Inc.,100 ILSLEY AV UNIT G,DARTMOUTH NS B3B 1L3
334958,Non-Gaming Exempt (NGE),Canadian Resurfacing and Knife Shaprpening Inc.,331 ELMWOOD  DR SUITE 4-125,MONCTON NB E1A 7Y1
335158,Non-Gaming Exempt (NGE),ReSound,1235 BAY  ST SUITE 900,TORONTO ON M5R 3K4
335295,Non-Gaming Exempt (NGE),Enterprise Rent-A-Car,446 GRAND LAKE RD,GLACE BAY NS B1P 5S8
335308,Non-Gaming Exempt (NGE),EC Enterprises Inc. (City Walker),100 PETROLEUM  DR,LAFAYETTE LOIUSIANA 70598
335313,Non-Gaming Exempt (NGE),BAK 2 BAK Entertainment Inc.,782 DUNCAN AV W,PENTICTON BC V2A 7N1
335314,Non-Gaming Exempt (NGE),Cache Entertainment Inc.,8 ELM ST,TORONTO ON M5G 1G7
335326,Non-Gaming Exempt (NGE),Best Buy,800 GRAND LAKE,SYDNEY NS B1S 6S9
335329,Non-Gaming Exempt (NGE),Johnny Showtime Ltd.,510-609 GRANVILLE ST,VANCOUVER BC V7Y 1H4
335334,Non-Gaming Exempt (NGE),Nova Scotia Power Inc.,1223 LOWER WATER ST,HALIFAX NS B3J 3S8
335422,Non-Gaming Exempt (NGE),Laskey and Lloyds Construction,57 LAKE EGMONT,WYSE CORNER NS B0N 1Y0
335423,Non-Gaming Exempt (NGE),DHL Express Canada,4-355 ADMIRAL BL,MISSISSAUGA ON L5T 2N1
335603,Non-Gaming Exempt (NGE),OC Tanner,17TH AVENUE  SW,CALGARY AB T2T 0B2
335605,Non-Gaming Exempt (NGE),Receiver General,11 LAURIER ST,GATINEAU PQ K1A 0S5
335625,Non-Gaming Exempt (NGE),Forma Designers Inc.,36 JOYCE  AV,HALIFAX NS B3P 1W8
335640,Non-Gaming Exempt (NGE),Cedar Festival,3844 JOSEPH HOWE  DR,HALIFAX NS B3L 4G2
335644,Non-Gaming Exempt (NGE),London Rubber Stamp,3200 KEMPT  RD,HALIFAX NS B3K 4X1
335646,Non-Gaming Exempt (NGE),Canada Post,6175 ALMON  ST,HALIFAX NS B3K 5N2
335647,Non-Gaming Exempt (NGE),Stokes,800 GRAND LAKE RD,SYDNEY NS B1P 6S9
335648,Non-Gaming Exempt (NGE),Dwayne Cote Entertainer,1167 ALEXANDRA ST,SYDNEY NS B1L 1E5
335650,Non-Gaming Exempt (NGE),Sydney Centre 200,481 GEORGE ST,SYDNEY NS B1P 6R7
335652,Non-Gaming Exempt (NGE),Vince Ryan Memoiral Scholarship,106 RESERVE  ST,GLACE BAY NS B1A 4W5
335653,Non-Gaming Exempt (NGE),Manulife (Former Standard Life),PO BOX 1030,2727 JOSEPH HOWE  DR
335655,Non-Gaming Exempt (NGE),Glace Bay Mobile Computer Repair Ltd.,5 EMERY ST,GLACE BAY NS B1A 2R9
336192,Non-Gaming Exempt (NGE),IWK Foundation,5855 SPRING GARDEN  RD,HALIFAX NS B3H 4S2
336195,Non-Gaming Exempt (NGE),Reliable Parts,81 ILSLEY AV,BURNSIDE IND. PARK NS B3B 1L5
336197,Non-Gaming Exempt (NGE),Mark's Work Warehouse,800 GRAND LAKE RD,SYDNEY NS B1P 6S9
336213,Non-Gaming Exempt (NGE),Lightmore Enterprises,22972 134  LOOP,MAPLE RIDGE BC V4R 0E6
336287,Non-Gaming Exempt (NGE),EHS of Nova Scotia (Ambulance Service),239 BROWNLOW AV UNIT 3,DARTMOUTH NS B3B 2B2
336333,Non-Gaming Exempt (NGE),Saint Mary's University,STUDENT ROOM 401,HALIFAX NS B3H 3C3
336334,Non-Gaming Exempt (NGE),YMCA of Cape Breton,399 CHARLOTTE  ST,SYDNEY NS B1P 1E3
336351,Non-Gaming Exempt (NGE),Maritime Dock and Door,50 THORNHILL DR UNIT 6,DARTMOUTH NS B3B 1S1
336407,Non-Gaming Exempt (NGE),Glubes Audio Video Unlimited,100 MAIN  ST,DARTMOUTH NS B2X 1R5
336409,Non-Gaming Exempt (NGE),Cloud in the Sky Studios,49 SAWYER WAY,OTTAWA ON K2M 2X2
336443,Non-Gaming Exempt (NGE),SOCAN,41 VALLEYBROOK DR,TORONTO ON M3B 2S6
336444,Non-Gaming Exempt (NGE),Wesco Distribution Canada,1097 UPPER PRINCE ST,SYDNEY NS B1P 5P5
